Montant,Classe_reelle,Probabilite_fraude,Prediction,Statut
-0.3412751152469491,0,0.0,0,Vrai negatif
0.5560953309824249,0,0.0,0,Vrai negatif
-0.12293962819599734,0,0.0,0,Vrai negatif
0.9755345535884558,0,0.01,0,Vrai negatif
1.3995315944555755,0,0.0,0,Vrai negatif
-0.3472322636759166,0,0.0,0,Vrai negatif
-0.2649516498046735,0,0.0,0,Vrai negatif
-0.3172865980833213,0,0.0,0,Vrai negatif
-0.28945991817351313,0,0.0,0,Vrai negatif
0.06856870049363069,0,0.0,0,Vrai negatif
1.6458137040021537,0,0.0,0,Vrai negatif
-0.32292389961677387,0,0.01,0,Vrai negatif
-0.23828441489110733,0,0.0,0,Vrai negatif
-0.3492313067728856,0,0.0,0,Vrai negatif
-0.3132885118893834,0,0.0,0,Vrai negatif
-0.33171968924343737,0,0.0,0,Vrai negatif
-0.26247283636443197,0,0.0,0,Vrai negatif
2.9044112378538216,0,0.0,0,Vrai negatif
0.10051340918319493,0,0.0,0,Vrai negatif
-0.33327894285907317,0,0.0,0,Vrai negatif
-0.3501908474594307,0,0.0,0,Vrai negatif
-0.3315997466576192,0,0.0,0,Vrai negatif
-0.15748309291162127,0,0.0,0,Vrai negatif
-0.14972680569538166,0,0.0,0,Vrai negatif
-0.2843023869833332,0,0.0,0,Vrai negatif
-0.18131168662749148,0,0.0,0,Vrai negatif
-0.3101700046581118,0,0.0,0,Vrai negatif
-0.05337292842147693,0,0.01,0,Vrai negatif
-0.31364833964683775,0,0.0,0,Vrai negatif
1.3999314030749694,0,0.0,0,Vrai negatif
0.37682114604624695,0,0.0,0,Vrai negatif
-0.34531318230282637,0,0.0,0,Vrai negatif
-0.34291433058646364,0,0.0,0,Vrai negatif
-0.2932980809196936,0,0.0,0,Vrai negatif
-0.34967109625421877,0,0.0,0,Vrai negatif
0.24476435906047633,0,0.0,0,Vrai negatif
-0.2497189414057699,0,0.0,0,Vrai negatif
0.3039360347307581,0,0.02,0,Vrai negatif
0.14253329508148285,0,0.0,0,Vrai negatif
-0.29365790867714797,0,0.0,0,Vrai negatif
-0.09735187655479444,0,0.0,0,Vrai negatif
-0.20206175397402945,0,0.01,0,Vrai negatif
-0.25331721898031406,0,0.0,0,Vrai negatif
-0.33527798595604213,0,0.0,0,Vrai negatif
0.06057252810575478,0,0.0,0,Vrai negatif
-0.06176890942874661,0,0.0,0,Vrai negatif
-0.24324204177159037,0,0.0,0,Vrai negatif
2.167723875758814,0,0.05,0,Vrai negatif
-0.11334422133054625,0,0.0,0,Vrai negatif
0.006398460177895502,0,0.0,0,Vrai negatif
0.5936773412054417,0,0.0,0,Vrai negatif
-0.33527798595604213,0,0.0,0,Vrai negatif
-0.12134039371842216,0,0.01,0,Vrai negatif
-0.2908592483413915,0,0.0,0,Vrai negatif
-0.2016219644926963,0,0.0,0,Vrai negatif
0.04258114023303398,0,0.0,0,Vrai negatif
0.6462921555176652,0,0.0,0,Vrai negatif
-0.32524278960925784,0,0.0,0,Vrai negatif
0.1344571609697282,0,0.0,0,Vrai negatif
-0.20929828998505717,0,0.0,0,Vrai negatif
-0.20929828998505717,0,0.0,0,Vrai negatif
0.1375356873390604,0,0.0,0,Vrai negatif
-0.19130690211233636,0,0.0,0,Vrai negatif
-0.2389640895440768,0,0.0,0,Vrai negatif
-0.26966939151352026,0,0.0,0,Vrai negatif
-0.25727532431231265,0,0.0,0,Vrai negatif
-0.2939377747107237,0,0.0,0,Vrai negatif
1.1061920104063478,0,0.0,0,Vrai negatif
-0.30129425330756954,0,0.0,0,Vrai negatif
0.8557518912180745,0,0.07,0,Vrai negatif
-0.3412751152469491,0,0.0,0,Vrai negatif
2.233532374511033,0,0.0,0,Vrai negatif
1.9846515089383954,0,0.01,0,Vrai negatif
-0.28945991817351313,0,0.0,0,Vrai negatif
-0.3492313067728856,0,0.0,0,Vrai negatif
-0.3172865980833213,0,0.0,0,Vrai negatif
-0.33327894285907317,0,0.0,0,Vrai negatif
-0.2934580043674511,0,0.0,0,Vrai negatif
-0.3460728186796746,0,0.0,0,Vrai negatif
-0.3029734495090235,0,0.0,0,Vrai negatif
-0.25427675966685914,0,0.0,0,Vrai negatif
-0.3492313067728856,0,0.0,0,Vrai negatif
-0.3040129519194473,0,0.0,0,Vrai negatif
-0.32192437806828933,0,0.0,0,Vrai negatif
-0.3460728186796746,0,0.0,0,Vrai negatif
-0.21329637617899513,0,0.0,0,Vrai negatif
-0.3040129519194473,0,0.0,0,Vrai negatif
-0.3076112294939915,0,0.01,0,Vrai negatif
0.7676340715036821,0,0.03,0,Vrai negatif
-0.3460728186796746,0,0.0,0,Vrai negatif
0.006598364487592388,0,0.0,0,Vrai negatif
-0.24240244367086344,0,0.0,0,Vrai negatif
-0.23728489334262284,0,0.0,0,Vrai negatif
0.038103283695823456,0,0.01,0,Vrai negatif
-0.3313998423479223,0,0.0,0,Vrai negatif
-0.34451356506403874,0,0.0,0,Vrai negatif
1.0860816368508401,0,0.0,0,Vrai negatif
-0.21737442409681185,0,0.0,0,Vrai negatif
0.5583342592510301,0,0.01,0,Vrai negatif
0.15928527623408287,0,0.0,0,Vrai negatif
-0.2031812181083321,0,0.0,0,Vrai negatif
-0.3492313067728856,0,0.0,0,Vrai negatif
-0.30929042569544546,0,0.0,0,Vrai negatif
-0.3501908474594307,0,0.8,1,Faux positif
-0.32924087580319583,0,0.0,0,Vrai negatif
-0.22888891233535313,0,0.0,0,Vrai negatif
-0.23328680714868488,0,0.01,0,Vrai negatif
-0.2932581000577542,0,0.0,0,Vrai negatif
-0.34963111539227937,0,0.0,0,Vrai negatif
-0.2346061755926844,0,0.0,0,Vrai negatif
0.9461086392010724,0,0.0,0,Vrai negatif
-0.32096483738174425,0,0.0,0,Vrai negatif
-0.23328680714868488,0,0.0,0,Vrai negatif
0.10655051933604126,0,0.01,0,Vrai negatif
-0.34323417748197865,0,0.0,0,Vrai negatif
-0.3492313067728856,0,0.06,0,Vrai negatif
-0.3492313067728856,0,0.0,0,Vrai negatif
0.7136599078855198,0,0.0,0,Vrai negatif
-0.3492313067728856,0,0.0,0,Vrai negatif
-0.2536770467377685,0,0.0,0,Vrai negatif
0.7619967699702296,0,0.0,0,Vrai negatif
-0.19350584951900224,0,0.0,0,Vrai negatif
-0.27326766908806444,0,0.0,0,Vrai negatif
-0.34531318230282637,0,0.0,0,Vrai negatif
1.4277181021228385,0,0.0,0,Vrai negatif
0.04637932211727505,0,0.0,0,Vrai negatif
-0.19330594520930536,0,0.0,0,Vrai negatif
-0.34963111539227937,0,0.0,0,Vrai negatif
0.1545275536632967,0,0.0,0,Vrai negatif
-0.3392360912880407,0,0.0,0,Vrai negatif
-0.02046867904536755,0,0.0,0,Vrai negatif
0.4223993286571397,0,0.0,0,Vrai negatif
-0.07880075661492232,0,0.0,0,Vrai negatif
-0.313248531027444,0,0.01,0,Vrai negatif
-0.34767205315724975,0,0.0,0,Vrai negatif
-0.056331512204991,0,0.0,0,Vrai negatif
-0.3492313067728856,0,0.0,0,Vrai negatif
-0.1226197813004823,0,0.0,0,Vrai negatif
-0.2936978895390874,0,0.0,0,Vrai negatif
0.3666660071136446,0,0.0,0,Vrai negatif
-0.313248531027444,0,0.0,0,Vrai negatif
-0.3114493922401719,0,0.0,0,Vrai negatif
-0.008234535291917398,0,0.01,0,Vrai negatif
-0.06936527319722875,0,0.0,0,Vrai negatif
-0.25331721898031406,0,0.0,0,Vrai negatif
-0.3517501010750665,0,0.0,0,Vrai negatif
-0.30285350692320534,0,0.0,0,Vrai negatif
-0.3501908474594307,0,0.0,0,Vrai negatif
-0.28945991817351313,0,0.0,0,Vrai negatif
-0.3492313067728856,0,0.0,0,Vrai negatif
-0.2932581000577542,0,0.0,0,Vrai negatif
-0.3372370481910717,0,0.0,0,Vrai negatif
0.0585734850087858,0,0.0,0,Vrai negatif
-0.31908573687059344,0,0.05,0,Vrai negatif
-0.11334422133054625,0,0.0,0,Vrai negatif
0.3983708306315726,0,0.0,0,Vrai negatif
-0.3492313067728856,0,0.04,0,Vrai negatif
-0.28945991817351313,0,0.0,0,Vrai negatif
-0.2342863286971694,0,0.0,0,Vrai negatif
-0.3220043397921681,0,0.0,0,Vrai negatif
0.10695032795543503,0,0.0,0,Vrai negatif
-0.27330764995000384,0,0.0,0,Vrai negatif
-0.32924087580319583,0,0.0,0,Vrai negatif
-0.3412751152469491,0,0.0,0,Vrai negatif
-0.2406832666074701,0,0.0,0,Vrai negatif
-0.34967109625421877,0,0.0,0,Vrai negatif
-0.022827549899790956,0,0.0,0,Vrai negatif
-0.15812278670265137,0,0.0,0,Vrai negatif
-0.33327894285907317,0,0.0,0,Vrai negatif
-0.29177880816599716,0,0.0,0,Vrai negatif
-0.23408642438747249,0,0.0,0,Vrai negatif
-0.20929828998505717,0,0.0,0,Vrai negatif
-0.1472479922551401,0,0.0,0,Vrai negatif
-0.013432047344036786,0,0.0,0,Vrai negatif
-0.2577550946555852,0,0.01,0,Vrai negatif
-0.3492313067728856,0,0.01,0,Vrai negatif
-0.30525235863956807,0,0.0,0,Vrai negatif
-0.057371014615414884,0,0.0,0,Vrai negatif
-0.34355402437749366,0,0.0,0,Vrai negatif
-0.313248531027444,0,0.0,0,Vrai negatif
0.3664261219420083,0,0.0,0,Vrai negatif
-0.31076971758720245,0,0.0,0,Vrai negatif
-0.24484127624916557,0,0.07,0,Vrai negatif
-0.30713145915071893,0,0.0,0,Vrai negatif
-0.3073713443223552,0,0.0,0,Vrai negatif
0.006198555868198616,0,0.0,0,Vrai negatif
-0.23408642438747249,0,0.0,0,Vrai negatif
-0.34531318230282637,0,0.0,0,Vrai negatif
-0.2693895254799446,0,0.0,0,Vrai negatif
2.3271275723111207,0,0.01,0,Vrai negatif
-0.34531318230282637,0,0.0,0,Vrai negatif
-0.10650749393891235,0,0.0,0,Vrai negatif
-0.34531318230282637,0,0.0,0,Vrai negatif
-0.2932581000577542,0,0.0,0,Vrai negatif
0.05129696813581875,0,0.0,0,Vrai negatif
1.3859381013961867,0,0.0,0,Vrai negatif
-0.3492313067728856,0,0.0,0,Vrai negatif
-0.2982157269382373,0,0.0,0,Vrai negatif
-0.29353796609132987,0,0.0,0,Vrai negatif
-0.34967109625421877,0,0.0,0,Vrai negatif
-0.25727532431231265,0,0.0,0,Vrai negatif
-0.34891145987737054,0,0.0,0,Vrai negatif
-0.2614733148159475,0,0.0,0,Vrai negatif
-0.30525235863956807,0,0.0,0,Vrai negatif
-0.35015086659749134,0,0.0,0,Vrai negatif
-0.26587120962927924,0,0.0,0,Vrai negatif
0.3584299495541324,0,0.0,0,Vrai negatif
0.17571741049116793,0,0.0,0,Vrai negatif
-0.2983356695240554,0,0.0,0,Vrai negatif
-0.19606462468312252,0,0.0,0,Vrai negatif
-0.3492313067728856,0,0.03,0,Vrai negatif
-0.2489593050289217,0,0.0,0,Vrai negatif
-0.35015086659749134,0,0.01,0,Vrai negatif
0.7802280430145866,0,0.0,0,Vrai negatif
-0.24979890312964864,0,0.0,0,Vrai negatif
-0.33527798595604213,0,0.0,0,Vrai negatif
0.456143176133976,0,0.02,0,Vrai negatif
-0.03338249745178716,0,0.0,0,Vrai negatif
-0.33887626353058625,0,0.0,0,Vrai negatif
-0.3492313067728856,0,0.0,0,Vrai negatif
-0.3050924351918106,0,0.0,0,Vrai negatif
-0.35322939296682354,0,0.0,0,Vrai negatif
-0.3492313067728856,0,0.0,0,Vrai negatif
-0.3492313067728856,0,0.0,0,Vrai negatif
0.1941086069832825,0,0.0,0,Vrai negatif
-0.35007090487361253,0,0.0,0,Vrai negatif
0.14513205110754254,0,0.01,0,Vrai negatif
-0.32924087580319583,0,0.0,0,Vrai negatif
-0.34603283781773525,0,0.0,0,Vrai negatif
-0.024346822653487362,0,0.0,0,Vrai negatif
-0.30577210984478,0,0.0,0,Vrai negatif
3.718541529525407,0,0.04,0,Vrai negatif
-0.2199731801228715,0,0.0,0,Vrai negatif
-0.2766660423529117,0,0.0,0,Vrai negatif
-0.34967109625421877,0,0.0,0,Vrai negatif
-0.3138082630945953,0,0.0,0,Vrai negatif
1.5031619886024477,0,0.0,0,Vrai negatif
0.04258114023303398,0,0.0,0,Vrai negatif
-0.3424745411051304,0,0.01,0,Vrai negatif
-0.20989800291414784,0,0.0,0,Vrai negatif
0.22249501896024193,0,0.0,0,Vrai negatif
-0.0326628419368783,0,0.0,0,Vrai negatif
-0.3050124734679318,0,0.0,0,Vrai negatif
1.4139247047537524,0,0.02,0,Vrai negatif
-0.2333267880106243,0,0.0,0,Vrai negatif
-0.14093101606871813,0,0.0,0,Vrai negatif
-0.3156873636057461,0,0.0,0,Vrai negatif
-0.2577550946555852,0,0.0,0,Vrai negatif
-0.3393160530119194,0,0.04,0,Vrai negatif
-0.14133082468811192,0,0.0,0,Vrai negatif
-0.3172865980833213,0,0.0,0,Vrai negatif
0.4056473475045397,0,0.0,0,Vrai negatif
-0.23904405126795553,0,0.01,0,Vrai negatif
-0.27726575528200237,0,0.0,0,Vrai negatif
-0.35322939296682354,0,0.01,0,Vrai negatif
0.0496177719343648,0,0.0,0,Vrai negatif
-0.27326766908806444,0,0.0,0,Vrai negatif
-0.26351233877485586,0,0.0,0,Vrai negatif
-0.17687381095222035,0,0.0,0,Vrai negatif
-0.2932581000577542,0,0.0,0,Vrai negatif
-0.29745609056138905,0,0.0,0,Vrai negatif
-0.3300404930419834,0,0.0,0,Vrai negatif
-0.15336506413186518,0,0.0,0,Vrai negatif
-0.239723725920925,0,0.0,0,Vrai negatif
-0.3101700046581118,0,0.0,0,Vrai negatif
-0.31960548807580536,0,0.0,0,Vrai negatif
-0.3492313067728856,0,0.0,0,Vrai negatif
0.24660347870968782,0,0.0,0,Vrai negatif
-0.23728489334262284,0,0.0,0,Vrai negatif
-0.3502308283213701,0,0.0,0,Vrai negatif
-0.3492313067728856,0,0.0,0,Vrai negatif
1.2280936584595161,0,0.0,0,Vrai negatif
0.9457887923055575,0,0.04,0,Vrai negatif
0.10155291159361882,0,0.0,0,Vrai negatif
0.05921317879981586,0,0.0,0,Vrai negatif
-0.34807186177664357,0,0.0,0,Vrai negatif
-0.2775056404536387,0,0.0,0,Vrai negatif
0.24648353612386967,0,0.0,0,Vrai negatif
-0.2623528937786138,0,0.0,0,Vrai negatif
-0.29565695177411694,0,0.0,0,Vrai negatif
-0.30525235863956807,0,0.0,0,Vrai negatif
-0.34851165125797673,0,0.01,0,Vrai negatif
0.8581907237963767,0,0.04,0,Vrai negatif
-0.34531318230282637,0,0.0,0,Vrai negatif
0.07056774359059967,0,0.0,0,Vrai negatif
3.0683327718052777,0,0.01,0,Vrai negatif
-0.35011088573555194,0,0.0,0,Vrai negatif
-0.2908592483413915,0,0.0,0,Vrai negatif
-0.28454227215496947,0,0.01,0,Vrai negatif
-0.33427846440755765,0,0.0,0,Vrai negatif
-0.07968033557758866,0,0.0,0,Vrai negatif
-0.2736674777074582,0,0.0,0,Vrai negatif
-0.33323896199713376,0,0.0,0,Vrai negatif
-0.34807186177664357,0,0.0,0,Vrai negatif
0.12150336170136919,0,0.0,0,Vrai negatif
-0.15376487275125897,0,0.0,0,Vrai negatif
0.38857551945642455,0,0.0,0,Vrai negatif
-0.27326766908806444,0,0.02,0,Vrai negatif
-0.14480915967683794,0,0.0,0,Vrai negatif
4.789189031400053,0,0.01,0,Vrai negatif
-0.25327723811837466,0,0.01,0,Vrai negatif
0.30645482903293897,0,0.0,0,Vrai negatif
-0.3492313067728856,0,0.0,0,Vrai negatif
-0.3492313067728856,0,0.0,0,Vrai negatif
-0.33527798595604213,0,0.0,0,Vrai negatif
-0.2333267880106243,0,0.0,0,Vrai negatif
-0.30593203329253754,0,0.0,0,Vrai negatif
-0.33527798595604213,0,0.0,0,Vrai negatif
-0.32524278960925784,0,0.0,0,Vrai negatif
-0.14532891088204988,0,0.0,0,Vrai negatif
-0.21869379254081137,0,0.0,0,Vrai negatif
-0.3446335076498569,0,0.0,0,Vrai negatif
-0.11334422133054625,0,0.0,0,Vrai negatif
-0.16675865288155733,0,0.0,0,Vrai negatif
0.2624758808996215,0,0.0,0,Vrai negatif
-0.23328680714868488,0,0.0,0,Vrai negatif
0.08596037543726076,0,0.01,0,Vrai negatif
-0.2625128172263714,0,0.0,0,Vrai negatif
0.28246631186931126,0,0.01,0,Vrai negatif
-0.15336506413186518,0,0.0,0,Vrai negatif
-0.34927128763482496,0,0.0,0,Vrai negatif
-0.3412751152469491,0,0.0,0,Vrai negatif
-0.30725140173653703,0,0.0,0,Vrai negatif
-0.2932581000577542,0,0.0,0,Vrai negatif
-0.3372370481910717,0,0.0,0,Vrai negatif
-0.3132885118893834,0,0.0,0,Vrai negatif
0.38501722274381983,0,0.0,0,Vrai negatif
0.40200908906805616,0,0.0,0,Vrai negatif
-0.16164110255331673,0,0.0,0,Vrai negatif
-0.35007090487361253,0,0.0,0,Vrai negatif
-0.34967109625421877,0,0.0,0,Vrai negatif
0.2624758808996215,0,0.0,0,Vrai negatif
-0.06584695734656337,0,0.01,0,Vrai negatif
-0.03778039226511889,0,0.0,0,Vrai negatif
-0.1327749202330847,0,0.03,0,Vrai negatif
-0.3492313067728856,0,0.0,0,Vrai negatif
-0.29845561210987354,0,0.0,0,Vrai negatif
-0.35322939296682354,0,0.0,0,Vrai negatif
-0.30525235863956807,0,0.0,0,Vrai negatif
0.19450841560267626,0,0.0,0,Vrai negatif
-0.11750223097224172,0,0.0,0,Vrai negatif
-0.17331551423961558,0,0.0,0,Vrai negatif
-0.34967109625421877,0,0.0,0,Vrai negatif
-0.18530977282142944,0,0.01,0,Vrai negatif
-0.2793847409647895,0,0.0,0,Vrai negatif
-0.3492313067728856,0,0.0,0,Vrai negatif
-0.20969809860445096,0,0.0,0,Vrai negatif
-0.16991714097476832,0,0.0,0,Vrai negatif
-0.15336506413186518,0,0.0,0,Vrai negatif
-0.3056521672589618,0,0.0,0,Vrai negatif
-0.28130382233787976,0,0.0,0,Vrai negatif
-0.28250324819606115,0,0.0,0,Vrai negatif
-0.3186459473892602,0,0.0,0,Vrai negatif
-0.29725618625169214,0,0.0,0,Vrai negatif
-0.3172865980833213,0,0.0,0,Vrai negatif
0.6462921555176652,0,0.0,0,Vrai negatif
-0.31952552635192655,0,0.0,0,Vrai negatif
-0.23452621386880568,0,0.0,0,Vrai negatif
-0.017989865605126054,0,0.0,0,Vrai negatif
-0.3372770290530111,0,0.0,0,Vrai negatif
-0.19330594520930536,0,0.0,0,Vrai negatif
-0.3212447034153199,0,0.01,0,Vrai negatif
-0.3008944446881757,0,0.0,0,Vrai negatif
1.7409281745559375,0,0.01,0,Vrai negatif
-0.14085105434483938,0,0.02,0,Vrai negatif
0.08256200217241352,0,0.0,0,Vrai negatif
9.641986091878064,0,0.02,0,Vrai negatif
-0.2086585961940271,0,0.0,0,Vrai negatif
0.33436147066662586,0,0.0,0,Vrai negatif
0.006558383625652989,0,0.0,0,Vrai negatif
-0.299135286762843,0,0.0,0,Vrai negatif
-0.32456311495628837,0,0.0,0,Vrai negatif
-0.34927128763482496,0,0.0,0,Vrai negatif
-0.23880416609631924,0,0.0,0,Vrai negatif
-0.16172106427719551,0,0.0,0,Vrai negatif
-0.2932581000577542,0,0.0,0,Vrai negatif
-0.2932581000577542,0,0.01,0,Vrai negatif
2.7864277142707126,0,0.04,0,Vrai negatif
-0.34531318230282637,0,0.0,0,Vrai negatif
-0.2053002037911192,0,0.0,0,Vrai negatif
-0.3492313067728856,0,0.0,0,Vrai negatif
0.03446502525933993,0,0.0,0,Vrai negatif
0.046179417807578164,0,0.01,0,Vrai negatif
-0.34967109625421877,0,0.0,0,Vrai negatif
0.05237645140818198,0,0.01,0,Vrai negatif
0.27103178535464867,0,0.0,0,Vrai negatif
-0.3492313067728856,0,0.0,0,Vrai negatif
-0.0733633593911667,0,0.0,0,Vrai negatif
-0.32528277047119725,0,0.0,0,Vrai negatif
-0.29185876988987597,0,0.0,0,Vrai negatif
-0.25331721898031406,0,0.0,0,Vrai negatif
1.2859859465477377,0,0.02,0,Vrai negatif
0.4771731095140896,0,0.0,0,Vrai negatif
-0.33327894285907317,0,0.0,0,Vrai negatif
-0.18135166748943085,0,0.0,0,Vrai negatif
-0.20094228983972684,0,0.01,0,Vrai negatif
-0.31020998552005113,0,0.0,0,Vrai negatif
0.033785350606370466,0,0.0,0,Vrai negatif
-0.3492313067728856,0,0.0,0,Vrai negatif
0.40620707957169094,0,0.0,0,Vrai negatif
2.680678334441054,0,0.02,0,Vrai negatif
-0.3460728186796746,0,0.0,0,Vrai negatif
-0.2488793433050429,0,0.05,0,Vrai negatif
0.3317227337786268,0,0.0,0,Vrai negatif
-0.19330594520930536,0,0.02,0,Vrai negatif
-0.3492313067728856,0,0.0,0,Vrai negatif
-0.052373406872992447,0,0.0,0,Vrai negatif
1.2060242226689788,0,0.0,0,Vrai negatif
-0.3346782730269514,0,0.01,0,Vrai negatif
-0.3492313067728856,0,0.0,0,Vrai negatif
-0.3318396318292555,0,0.01,0,Vrai negatif
0.2056230952218238,0,0.0,0,Vrai negatif
-0.3365973544000417,0,0.0,0,Vrai negatif
-0.34531318230282637,0,0.0,0,Vrai negatif
-0.3492313067728856,0,0.0,0,Vrai negatif
-0.301454176755327,0,0.0,0,Vrai negatif
-0.1873088159183984,0,0.0,0,Vrai negatif
-0.3501908474594307,0,0.0,0,Vrai negatif
-0.03202314814584824,0,0.0,0,Vrai negatif
1.002121826778143,0,0.0,0,Vrai negatif
-0.26727053979715754,0,0.0,0,Vrai negatif
-0.08535761797298057,0,0.0,0,Vrai negatif
0.05041738917315235,0,0.01,0,Vrai negatif
0.18611243459540658,0,0.0,0,Vrai negatif
-0.18898801211985236,0,0.0,0,Vrai negatif
-0.2932581000577542,0,0.0,0,Vrai negatif
-0.20929828998505717,0,0.0,0,Vrai negatif
-0.31052983241556614,0,0.0,0,Vrai negatif
4.914409090994189,0,0.01,0,Vrai negatif
-0.3487115555676737,0,0.0,0,Vrai negatif
-0.2998949231396912,0,0.0,0,Vrai negatif
0.04657922642697194,0,0.0,0,Vrai negatif
3.6746825239779084,0,0.02,0,Vrai negatif
-0.08167937867455764,0,0.0,0,Vrai negatif
-0.3460728186796746,0,0.0,0,Vrai negatif
-0.03338249745178716,0,0.0,0,Vrai negatif
-0.34531318230282637,0,0.0,0,Vrai negatif
0.37098394020309755,0,0.0,0,Vrai negatif
0.1467312855851177,0,0.0,0,Vrai negatif
0.08252202131047413,0,0.0,0,Vrai negatif
-0.28714102818102916,0,0.0,0,Vrai negatif
3.0628154128576432,0,0.05,0,Vrai negatif
-0.31524757412441295,0,0.0,0,Vrai negatif
-0.34531318230282637,0,0.0,0,Vrai negatif
-0.35015086659749134,0,0.0,0,Vrai negatif
-0.35218989055639965,0,0.0,0,Vrai negatif
-0.3132885118893834,0,0.0,0,Vrai negatif
-0.35322939296682354,0,0.0,0,Vrai negatif
-0.3492313067728856,0,0.0,0,Vrai negatif
-0.30725140173653703,0,0.0,0,Vrai negatif
-0.34531318230282637,0,0.0,0,Vrai negatif
-0.11734230752448421,0,0.0,0,Vrai negatif
-0.32924087580319583,0,0.01,0,Vrai negatif
-0.28130382233787976,0,0.0,0,Vrai negatif
-0.3281214116688932,0,0.01,0,Vrai negatif
-0.3492313067728856,0,0.0,0,Vrai negatif
-0.3492313067728856,0,0.01,0,Vrai negatif
0.02399003943122247,0,0.0,0,Vrai negatif
0.6333383562493061,0,0.01,0,Vrai negatif
0.16788116155104948,0,0.0,0,Vrai negatif
-0.3171266746355638,0,0.0,0,Vrai negatif
-0.14400954243805036,0,0.0,0,Vrai negatif
-0.2422825010850453,0,0.0,0,Vrai negatif
-0.3132885118893834,0,0.0,0,Vrai negatif
-0.2774256787297599,0,0.0,0,Vrai negatif
-0.3424745411051304,0,0.0,0,Vrai negatif
-0.19330594520930536,0,0.0,0,Vrai negatif
0.07008797324732709,0,0.0,0,Vrai negatif
-0.3424745411051304,0,0.0,0,Vrai negatif
-0.1973040314032433,0,0.0,0,Vrai negatif
-0.34531318230282637,0,0.0,0,Vrai negatif
-0.27694590838648736,0,0.0,0,Vrai negatif
-0.14173063330750574,0,0.0,0,Vrai negatif
-0.32300386134065256,0,0.0,0,Vrai negatif
0.7212962525159411,0,0.0,0,Vrai negatif
-0.2932581000577542,0,0.0,0,Vrai negatif
-0.26131339136819,0,0.0,0,Vrai negatif
-0.2274496013055355,0,0.0,0,Vrai negatif
-0.1335345566099329,0,0.0,0,Vrai negatif
-0.3492313067728856,0,0.04,0,Vrai negatif
